,Country,Value,Year,Sex,Indicator,id
4,France,30.158,2016,M,EMP13_I,250
5,Germany,39.206,2016,M,EMP13_I,276
6,Greece,20.374,2016,M,EMP13_I,300
7,Hungary,39.902,2016,M,EMP13_I,348
8,Iceland,27.192,2016,M,EMP13_I,352
9,Ireland,26.602,2016,M,EMP13_I,372
10,Italy,35.596,2016,M,EMP13_I,380
11,Luxembourg,16.084,2016,M,EMP13_I,442
12,Netherlands,23.288,2016,M,EMP13_I,528
13,Norway,30.652,2016,M,EMP13_I,578
14,Poland,43.144,2016,M,EMP13_I,616
15,Portugal,33.386,2016,M,EMP13_I,620
16,Slovak Republic,48.869,2016,M,EMP13_I,703
17,Spain,28.91,2016,M,EMP13_I,724
18,Sweden,28.335,2016,M,EMP13_I,752
19,Switzerland,29.143,2016,M,EMP13_I,756
20,United Kingdom,27.846,2016,M,EMP13_I,826
21,Estonia,43.147,2016,M,EMP13_I,233
22,Slovenia,44.843,2016,M,EMP13_I,705
23,Latvia,35.388,2016,M,EMP13_I,428
24,Lithuania,35.143,2016,M,EMP13_I,440
0,Austria,36.919,2017,M,EMP13_I,40
1,Belgium,32.507,2017,M,EMP13_I,56
2,Czech Republic,49.002,2017,M,EMP13_I,203
3,Denmark,27.685,2017,M,EMP13_I,208
4,France,29.77,2017,M,EMP13_I,250
5,Germany,39.199,2017,M,EMP13_I,276
6,Greece,20.6,2017,M,EMP13_I,300
7,Hungary,41.171,2017,M,EMP13_I,348
8,Iceland,27.192,2017,M,EMP13_I,352
9,Ireland,27.32,2017,M,EMP13_I,372
10,Italy,35.556,2017,M,EMP13_I,380
11,Luxembourg,14.384,2017,M,EMP13_I,442
12,Netherlands,22.995,2017,M,EMP13_I,528
13,Norway,30.659,2017,M,EMP13_I,578
14,Poland,43.214,2017,M,EMP13_I,616
15,Portugal,33.704,2017,M,EMP13_I,620
16,Slovak Republic,50.304,2017,M,EMP13_I,703
17,Spain,29.378,2017,M,EMP13_I,724
18,Sweden,28.102,2017,M,EMP13_I,752
19,Switzerland,28.797,2017,M,EMP13_I,756
20,United Kingdom,27.464,2017,M,EMP13_I,826
21,Estonia,43.147,2017,M,EMP13_I,233
22,Slovenia,45.168,2017,M,EMP13_I,705
23,Latvia,34.014,2017,M,EMP13_I,428
24,Lithuania,35.152,2017,M,EMP13_I,440
0,Austria,37.354,2018,M,EMP13_I,40
1,Belgium,32.507,2018,M,EMP13_I,56
2,Czech Republic,48.32,2018,M,EMP13_I,203
3,Denmark,27.927,2018,M,EMP13_I,208
4,France,29.77,2018,M,EMP13_I,250
5,Germany,39.009,2018,M,EMP13_I,276
6,Greece,20.565,2018,M,EMP13_I,300
7,Hungary,42.717,2018,M,EMP13_I,348
8,Iceland,27.192,2018,M,EMP13_I,352
9,Ireland,27.465,2018,M,EMP13_I,372
10,Italy,35.543,2018,M,EMP13_I,380
11,Luxembourg,14.384,2018,M,EMP13_I,442
12,Netherlands,22.384,2018,M,EMP13_I,528
13,Norway,30.541,2018,M,EMP13_I,578
14,Poland,43.331,2018,M,EMP13_I,616
15,Portugal,33.929,2018,M,EMP13_I,620
16,Slovak Republic,49.533,2018,M,EMP13_I,703
17,Spain,29.677,2018,M,EMP13_I,724
18,Sweden,28.093,2018,M,EMP13_I,752
19,Switzerland,29.028,2018,M,EMP13_I,756
20,United Kingdom,27.413,2018,M,EMP13_I,826
21,Estonia,43.147,2018,M,EMP13_I,233
22,Slovenia,44.082,2018,M,EMP13_I,705
23,Latvia,34.014,2018,M,EMP13_I,428
24,Lithuania,35.152,2018,M,EMP13_I,440
0,Austria,37.297,2019,M,EMP13_I,40
1,Belgium,32.507,2019,M,EMP13_I,56
2,Czech Republic,48.139,2019,M,EMP13_I,203
3,Denmark,27.927,2019,M,EMP13_I,208
4,France,29.77,2019,M,EMP13_I,250
5,Germany,38.776,2019,M,EMP13_I,276
6,Greece,20.766,2019,M,EMP13_I,300
7,Hungary,42.072,2019,M,EMP13_I,348
8,Iceland,27.192,2019,M,EMP13_I,352
9,Ireland,27.161,2019,M,EMP13_I,372
10,Italy,35.246,2019,M,EMP13_I,380
11,Luxembourg,14.384,2019,M,EMP13_I,442
12,Netherlands,22.252,2019,M,EMP13_I,528
13,Norway,30.545,2019,M,EMP13_I,578
14,Poland,43.666,2019,M,EMP13_I,616
15,Portugal,33.941,2019,M,EMP13_I,620
16,Slovak Republic,49.144,2019,M,EMP13_I,703
17,Spain,29.651,2019,M,EMP13_I,724
18,Sweden,28.494,2019,M,EMP13_I,752
19,Switzerland,28.689,2019,M,EMP13_I,756
20,United Kingdom,27.32,2019,M,EMP13_I,826
21,Estonia,43.147,2019,M,EMP13_I,233
22,Slovenia,45.354,2019,M,EMP13_I,705
23,Latvia,34.014,2019,M,EMP13_I,428
24,Lithuania,35.152,2019,M,EMP13_I,440
0,Austria,11.509,2010,W,EMP13_I,40
1,Belgium,10.104,2010,W,EMP13_I,56
2,Czech Republic,23.198,2010,W,EMP13_I,203
3,Denmark,9.638,2010,W,EMP13_I,208
4,France,10.139,2010,W,EMP13_I,250
5,Germany,14.343,2010,W,EMP13_I,276
6,Greece,7.83,2010,W,EMP13_I,300
7,Hungary,19.801,2010,W,EMP13_I,348
8,Iceland,7.877,2010,W,EMP13_I,352
9,Ireland,8.619,2010,W,EMP13_I,372
10,Italy,14.148,2010,W,EMP13_I,380
11,Luxembourg,4.167,2010,W,EMP13_I,442
12,Netherlands,6.231,2010,W,EMP13_I,528
13,Norway,6.996,2010,W,EMP13_I,578
14,Poland,16.077,2010,W,EMP13_I,616
15,Portugal,15.945,2010,W,EMP13_I,620
16,Slovak Republic,21.078,2010,W,EMP13_I,703
17,Spain,9.57,2010,W,EMP13_I,724
18,Sweden,7.598,2010,W,EMP13_I,752
19,Switzerland,10.088,2010,W,EMP13_I,756
20,United Kingdom,7.395,2010,W,EMP13_I,826
21,Estonia,18.008,2010,W,EMP13_I,233
22,Slovenia,20.487,2010,W,EMP13_I,705
23,Latvia,13.616,2010,W,EMP13_I,428
24,Lithuania,16.591,2010,W,EMP13_I,440
0,Austria,12.503,2011,W,EMP13_I,40
1,Belgium,9.697,2011,W,EMP13_I,56
2,Czech Republic,23.894,2011,W,EMP13_I,203
3,Denmark,9.638,2011,W,EMP13_I,208
4,France,10.525,2011,W,EMP13_I,250
5,Germany,14.261,2011,W,EMP13_I,276
6,Greece,7.522,2011,W,EMP13_I,300
7,Hungary,19.859,2011,W,EMP13_I,348
8,Iceland,8.087,2011,W,EMP13_I,352
9,Ireland,8.641,2011,W,EMP13_I,372
10,Italy,14.288,2011,W,EMP13_I,380
11,Luxembourg,4.124,2011,W,EMP13_I,442
12,Netherlands,5.994,2011,W,EMP13_I,528
13,Norway,7.441,2011,W,EMP13_I,578
14,Poland,16.475,2011,W,EMP13_I,616
15,Portugal,15.782,2011,W,EMP13_I,620
16,Slovak Republic,21.312,2011,W,EMP13_I,703
17,Spain,8.923,2011,W,EMP13_I,724
18,Sweden,7.54,2011,W,EMP13_I,752
19,Switzerland,9.877,2011,W,EMP13_I,756
20,United Kingdom,7.484,2011,W,EMP13_I,826
21,Estonia,19.07,2011,W,EMP13_I,233
22,Slovenia,18.261,2011,W,EMP13_I,705
23,Latvia,13.933,2011,W,EMP13_I,428
24,Lithuania,16.462,2011,W,EMP13_I,440
0,Austria,12.706,2012,W,EMP13_I,40
1,Belgium,8.65,2012,W,EMP13_I,56
2,Czech Republic,23.339,2012,W,EMP13_I,203
3,Denmark,9.638,2012,W,EMP13_I,208
4,France,10.255,2012,W,EMP13_I,250
5,Germany,14.213,2012,W,EMP13_I,276
6,Greece,7.441,2012,W,EMP13_I,300
7,Hungary,19.069,2012,W,EMP13_I,348
8,Iceland,7.45,2012,W,EMP13_I,352
9,Ireland,8.747,2012,W,EMP13_I,372
10,Italy,13.858,2012,W,EMP13_I,380
11,Luxembourg,3.846,2012,W,EMP13_I,442
12,Netherlands,6.005,2012,W,EMP13_I,528
13,Norway,7.47,2012,W,EMP13_I,578
14,Poland,16.07,2012,W,EMP13_I,616
15,Portugal,14.806,2012,W,EMP13_I,620
16,Slovak Republic,20.873,2012,W,EMP13_I,703
17,Spain,9.074,2012,W,EMP13_I,724
18,Sweden,7.705,2012,W,EMP13_I,752
19,Switzerland,9.832,2012,W,EMP13_I,756
20,United Kingdom,7.617,2012,W,EMP13_I,826
21,Estonia,17.707,2012,W,EMP13_I,233
22,Slovenia,18.166,2012,W,EMP13_I,705
23,Latvia,14.094,2012,W,EMP13_I,428
24,Lithuania,16.109,2012,W,EMP13_I,440
0,Austria,13.055,2013,W,EMP13_I,40
1,Belgium,8.587,2013,W,EMP13_I,56
2,Czech Republic,22.912,2013,W,EMP13_I,203
3,Denmark,9.417,2013,W,EMP13_I,208
4,France,10.095,2013,W,EMP13_I,250
5,Germany,14.056,2013,W,EMP13_I,276
6,Greece,7.523,2013,W,EMP13_I,300
7,Hungary,19.062,2013,W,EMP13_I,348
8,Iceland,7.936,2013,W,EMP13_I,352
9,Ireland,8.758,2013,W,EMP13_I,372
10,Italy,13.75,2013,W,EMP13_I,380
11,Luxembourg,3.81,2013,W,EMP13_I,442
12,Netherlands,5.605,2013,W,EMP13_I,528
13,Norway,7.359,2013,W,EMP13_I,578
14,Poland,16.083,2013,W,EMP13_I,616
15,Portugal,14.736,2013,W,EMP13_I,620
16,Slovak Republic,19.186,2013,W,EMP13_I,703
17,Spain,8.499,2013,W,EMP13_I,724
18,Sweden,7.71,2013,W,EMP13_I,752
19,Switzerland,10.237,2013,W,EMP13_I,756
20,United Kingdom,7.652,2013,W,EMP13_I,826
21,Estonia,17.156,2013,W,EMP13_I,233
22,Slovenia,18.247,2013,W,EMP13_I,705
23,Latvia,13.466,2013,W,EMP13_I,428
24,Lithuania,16.134,2013,W,EMP13_I,440
0,Austria,12.742,2014,W,EMP13_I,40
1,Belgium,8.332,2014,W,EMP13_I,56
2,Czech Republic,23.6,2014,W,EMP13_I,203
3,Denmark,9.365,2014,W,EMP13_I,208
4,France,9.643,2014,W,EMP13_I,250
5,Germany,14.205,2014,W,EMP13_I,276
6,Greece,7.526,2014,W,EMP13_I,300
7,Hungary,19.087,2014,W,EMP13_I,348
8,Iceland,7.984,2014,W,EMP13_I,352
9,Ireland,8.429,2014,W,EMP13_I,372
10,Italy,13.388,2014,W,EMP13_I,380
11,Luxembourg,4.545,2014,W,EMP13_I,442
12,Netherlands,5.531,2014,W,EMP13_I,528
13,Norway,7.408,2014,W,EMP13_I,578
14,Poland,16.462,2014,W,EMP13_I,616
15,Portugal,14.991,2014,W,EMP13_I,620
16,Slovak Republic,19.91,2014,W,EMP13_I,703
17,Spain,8.455,2014,W,EMP13_I,724
18,Sweden,7.137,2014,W,EMP13_I,752
19,Switzerland,10.169,2014,W,EMP13_I,756
20,United Kingdom,7.903,2014,W,EMP13_I,826
21,Estonia,17.521,2014,W,EMP13_I,233
22,Slovenia,17.762,2014,W,EMP13_I,705
23,Latvia,13.38,2014,W,EMP13_I,428
24,Lithuania,16.22,2014,W,EMP13_I,440
0,Austria,12.177,2015,W,EMP13_I,40
1,Belgium,8.377,2015,W,EMP13_I,56
2,Czech Republic,23.742,2015,W,EMP13_I,203
3,Denmark,9.816,2015,W,EMP13_I,208
4,France,9.343,2015,W,EMP13_I,250
5,Germany,13.89,2015,W,EMP13_I,276
6,Greece,8.002,2015,W,EMP13_I,300
7,Hungary,18.92,2015,W,EMP13_I,348
8,Iceland,6.915,2015,W,EMP13_I,352
9,Ireland,8.502,2015,W,EMP13_I,372
10,Italy,13.289,2015,W,EMP13_I,380
11,Luxembourg,4.31,2015,W,EMP13_I,442
12,Netherlands,5.561,2015,W,EMP13_I,528
13,Norway,7.187,2015,W,EMP13_I,578
14,Poland,16.418,2015,W,EMP13_I,616
15,Portugal,15.238,2015,W,EMP13_I,620
16,Slovak Republic,20.706,2015,W,EMP13_I,703
17,Spain,8.69,2015,W,EMP13_I,724
18,Sweden,6.852,2015,W,EMP13_I,752
19,Switzerland,9.765,2015,W,EMP13_I,756
20,United Kingdom,7.643,2015,W,EMP13_I,826
21,Estonia,17.48,2015,W,EMP13_I,233
22,Slovenia,18.035,2015,W,EMP13_I,705
23,Latvia,13.668,2015,W,EMP13_I,428
24,Lithuania,16.446,2015,W,EMP13_I,440
0,Austria,12.002,2016,W,EMP13_I,40
1,Belgium,8.212,2016,W,EMP13_I,56
2,Czech Republic,24.142,2016,W,EMP13_I,203
3,Denmark,9.503,2016,W,EMP13_I,208
4,France,9.225,2016,W,EMP13_I,250
5,Germany,13.795,2016,W,EMP13_I,276
6,Greece,8.172,2016,W,EMP13_I,300
7,Hungary,19.143,2016,W,EMP13_I,348
8,Iceland,6.499,2016,W,EMP13_I,352
9,Ireland,8.939,2016,W,EMP13_I,372
10,Italy,12.961,2016,W,EMP13_I,380
11,Luxembourg,4.237,2016,W,EMP13_I,442
12,Netherlands,5.644,2016,W,EMP13_I,528
13,Norway,6.922,2016,W,EMP13_I,578
14,Poland,16.796,2016,W,EMP13_I,616
15,Portugal,15.148,2016,W,EMP13_I,620
16,Slovak Republic,21.106,2016,W,EMP13_I,703
17,Spain,8.45,2016,W,EMP13_I,724
18,Sweden,6.9,2016,W,EMP13_I,752
19,Switzerland,9.618,2016,W,EMP13_I,756
20,United Kingdom,7.585,2016,W,EMP13_I,826
21,Estonia,17.48,2016,W,EMP13_I,233
22,Slovenia,19.096,2016,W,EMP13_I,705
23,Latvia,13.407,2016,W,EMP13_I,428
24,Lithuania,15.616,2016,W,EMP13_I,440
0,Austria,11.438,2017,W,EMP13_I,40
1,Belgium,8.212,2017,W,EMP13_I,56
2,Czech Republic,24.2,2017,W,EMP13_I,203
3,Denmark,9.011,2017,W,EMP13_I,208
4,France,9.855,2017,W,EMP13_I,250
5,Germany,13.835,2017,W,EMP13_I,276
6,Greece,8.202,2017,W,EMP13_I,300
7,Hungary,19.882,2017,W,EMP13_I,348
8,Iceland,6.499,2017,W,EMP13_I,352
9,Ireland,8.721,2017,W,EMP13_I,372
10,Italy,12.817,2017,W,EMP13_I,380
11,Luxembourg,3.175,2017,W,EMP13_I,442
12,Netherlands,5.532,2017,W,EMP13_I,528
13,Norway,6.783,2017,W,EMP13_I,578
14,Poland,17.165,2017,W,EMP13_I,616
15,Portugal,15.281,2017,W,EMP13_I,620
16,Slovak Republic,21.269,2017,W,EMP13_I,703
17,Spain,8.876,2017,W,EMP13_I,724
18,Sweden,7.053,2017,W,EMP13_I,752
19,Switzerland,9.882,2017,W,EMP13_I,756
20,United Kingdom,7.651,2017,W,EMP13_I,826
21,Estonia,17.48,2017,W,EMP13_I,233
22,Slovenia,18.958,2017,W,EMP13_I,705
23,Latvia,12.996,2017,W,EMP13_I,428
24,Lithuania,15.54,2017,W,EMP13_I,440
0,Austria,11.913,2018,W,EMP13_I,40
1,Belgium,8.212,2018,W,EMP13_I,56
2,Czech Republic,23.908,2018,W,EMP13_I,203
3,Denmark,8.641,2018,W,EMP13_I,208
4,France,9.855,2018,W,EMP13_I,250
5,Germany,13.951,2018,W,EMP13_I,276
6,Greece,7.759,2018,W,EMP13_I,300
7,Hungary,19.98,2018,W,EMP13_I,348
8,Iceland,6.499,2018,W,EMP13_I,352
9,Ireland,8.475,2018,W,EMP13_I,372
10,Italy,13.109,2018,W,EMP13_I,380
11,Luxembourg,3.175,2018,W,EMP13_I,442
12,Netherlands,5.672,2018,W,EMP13_I,528
13,Norway,6.995,2018,W,EMP13_I,578
14,Poland,17.357,2018,W,EMP13_I,616
15,Portugal,15.362,2018,W,EMP13_I,620
16,Slovak Republic,20.56,2018,W,EMP13_I,703
17,Spain,9.148,2018,W,EMP13_I,724
18,Sweden,7.115,2018,W,EMP13_I,752
19,Switzerland,9.626,2018,W,EMP13_I,756
20,United Kingdom,7.43,2018,W,EMP13_I,826
21,Estonia,17.48,2018,W,EMP13_I,233
22,Slovenia,20.253,2018,W,EMP13_I,705
23,Latvia,12.996,2018,W,EMP13_I,428
24,Lithuania,15.54,2018,W,EMP13_I,440
0,Austria,11.831,2019,W,EMP13_I,40
1,Belgium,8.212,2019,W,EMP13_I,56
2,Czech Republic,23.594,2019,W,EMP13_I,203
3,Denmark,8.641,2019,W,EMP13_I,208
4,France,9.855,2019,W,EMP13_I,250
5,Germany,13.922,2019,W,EMP13_I,276
6,Greece,7.86,2019,W,EMP13_I,300
7,Hungary,19.909,2019,W,EMP13_I,348
8,Iceland,6.499,2019,W,EMP13_I,352
9,Ireland,8.828,2019,W,EMP13_I,372
10,Italy,13.053,2019,W,EMP13_I,380
11,Luxembourg,3.175,2019,W,EMP13_I,442
12,Netherlands,5.633,2019,W,EMP13_I,528
13,Norway,6.995,2019,W,EMP13_I,578
14,Poland,17.429,2019,W,EMP13_I,616
15,Portugal,15.046,2019,W,EMP13_I,620
16,Slovak Republic,20.228,2019,W,EMP13_I,703
17,Spain,9.464,2019,W,EMP13_I,724
18,Sweden,7.115,2019,W,EMP13_I,752
19,Switzerland,9.896,2019,W,EMP13_I,756
20,United Kingdom,7.708,2019,W,EMP13_I,826
21,Estonia,17.48,2019,W,EMP13_I,233
22,Slovenia,20.385,2019,W,EMP13_I,705
23,Latvia,12.996,2019,W,EMP13_I,428
24,Lithuania,15.54,2019,W,EMP13_I,440
0,Austria,58.038,2010,M,EMP13_S,40
1,Belgium,63.927,2010,M,EMP13_S,56
2,Czech Republic,47.011,2010,M,EMP13_S,203
3,Denmark,67.149,2010,M,EMP13_S,208
4,France,62.663,2010,M,EMP13_S,250
5,Germany,57.643,2010,M,EMP13_S,276
6,Greece,60.066,2010,M,EMP13_S,300
7,Hungary,53.29,2010,M,EMP13_S,348
8,Iceland,63.582,2010,M,EMP13_S,352
9,Ireland,64.814,2010,M,EMP13_S,372
10,Italy,57.01,2010,M,EMP13_S,380
11,Luxembourg,74.4,2010,M,EMP13_S,442
12,Netherlands,72.119,2010,M,EMP13_S,528
13,Norway,64.948,2010,M,EMP13_S,578
14,Poland,44.909,2010,M,EMP13_S,616
15,Portugal,51.035,2010,M,EMP13_S,620
16,Slovak Republic,45.581,2010,M,EMP13_S,703
17,Spain,60.757,2010,M,EMP13_S,724
18,Sweden,66.134,2010,M,EMP13_S,752
19,Switzerland,65.247,2010,M,EMP13_S,756
20,United Kingdom,68.968,2010,M,EMP13_S,826
21,Estonia,51.162,2010,M,EMP13_S,233
22,Slovenia,48.402,2010,M,EMP13_S,705
23,Latvia,54.591,2010,M,EMP13_S,428
24,Lithuania,55.161,2010,M,EMP13_S,440
0,Austria,56.971,2011,M,EMP13_S,40
1,Belgium,63.865,2011,M,EMP13_S,56
2,Czech Republic,46.743,2011,M,EMP13_S,203
3,Denmark,67.149,2011,M,EMP13_S,208
4,France,63.255,2011,M,EMP13_S,250
5,Germany,57.635,2011,M,EMP13_S,276
6,Greece,63.094,2011,M,EMP13_S,300
7,Hungary,52.909,2011,M,EMP13_S,348
8,Iceland,63.612,2011,M,EMP13_S,352
9,Ireland,65.691,2011,M,EMP13_S,372
10,Italy,57.592,2011,M,EMP13_S,380
11,Luxembourg,75.591,2011,M,EMP13_S,442
12,Netherlands,73.42,2011,M,EMP13_S,528
13,Norway,64.506,2011,M,EMP13_S,578
14,Poland,44.556,2011,M,EMP13_S,616
15,Portugal,51.632,2011,M,EMP13_S,620
16,Slovak Republic,45.334,2011,M,EMP13_S,703
17,Spain,62.293,2011,M,EMP13_S,724
18,Sweden,66.177,2011,M,EMP13_S,752
19,Switzerland,65.168,2011,M,EMP13_S,756
20,United Kingdom,69.145,2011,M,EMP13_S,826
21,Estonia,47.973,2011,M,EMP13_S,233
22,Slovenia,48.116,2011,M,EMP13_S,705
23,Latvia,54.808,2011,M,EMP13_S,428
24,Lithuania,55.96,2011,M,EMP13_S,440
0,Austria,57.082,2012,M,EMP13_S,40
1,Belgium,65.742,2012,M,EMP13_S,56
2,Czech Republic,46.74,2012,M,EMP13_S,203
3,Denmark,67.149,2012,M,EMP13_S,208
4,France,63.607,2012,M,EMP13_S,250
5,Germany,57.805,2012,M,EMP13_S,276
6,Greece,64.012,2012,M,EMP13_S,300
7,Hungary,53.878,2012,M,EMP13_S,348
8,Iceland,63.135,2012,M,EMP13_S,352
9,Ireland,66.463,2012,M,EMP13_S,372
10,Italy,58.186,2012,M,EMP13_S,380
11,Luxembourg,77.273,2012,M,EMP13_S,442
12,Netherlands,73.15,2012,M,EMP13_S,528
13,Norway,64.9,2012,M,EMP13_S,578
14,Poland,44.835,2012,M,EMP13_S,616
15,Portugal,52.675,2012,M,EMP13_S,620
16,Slovak Republic,44.88,2012,M,EMP13_S,703
17,Spain,63.921,2012,M,EMP13_S,724
18,Sweden,66.711,2012,M,EMP13_S,752
19,Switzerland,66.05,2012,M,EMP13_S,756
20,United Kingdom,69.687,2012,M,EMP13_S,826
21,Estonia,49.253,2012,M,EMP13_S,233
22,Slovenia,49.667,2012,M,EMP13_S,705
23,Latvia,54.673,2012,M,EMP13_S,428
24,Lithuania,53.883,2012,M,EMP13_S,440
0,Austria,57.828,2013,M,EMP13_S,40
1,Belgium,65.365,2013,M,EMP13_S,56
2,Czech Republic,47.526,2013,M,EMP13_S,203
3,Denmark,67.357,2013,M,EMP13_S,208
4,France,64.56,2013,M,EMP13_S,250
5,Germany,58.462,2013,M,EMP13_S,276
6,Greece,64.954,2013,M,EMP13_S,300
7,Hungary,54.271,2013,M,EMP13_S,348
8,Iceland,65.09,2013,M,EMP13_S,352
9,Ireland,66.295,2013,M,EMP13_S,372
10,Italy,58.965,2013,M,EMP13_S,380
11,Luxembourg,76.866,2013,M,EMP13_S,442
12,Netherlands,74.084,2013,M,EMP13_S,528
13,Norway,64.822,2013,M,EMP13_S,578
14,Poland,45.057,2013,M,EMP13_S,616
15,Portugal,55.505,2013,M,EMP13_S,620
16,Slovak Republic,46.277,2013,M,EMP13_S,703
17,Spain,64.777,2013,M,EMP13_S,724
18,Sweden,67.689,2013,M,EMP13_S,752
19,Switzerland,65.694,2013,M,EMP13_S,756
20,United Kingdom,70.176,2013,M,EMP13_S,826
21,Estonia,50.814,2013,M,EMP13_S,233
22,Slovenia,49.924,2013,M,EMP13_S,705
23,Latvia,53.968,2013,M,EMP13_S,428
24,Lithuania,54.088,2013,M,EMP13_S,440
0,Austria,57.587,2014,M,EMP13_S,40
1,Belgium,65.754,2014,M,EMP13_S,56
2,Czech Republic,47.305,2014,M,EMP13_S,203
3,Denmark,68.017,2014,M,EMP13_S,208
4,France,65.745,2014,M,EMP13_S,250
5,Germany,58.085,2014,M,EMP13_S,276
6,Greece,65.678,2014,M,EMP13_S,300
7,Hungary,53.667,2014,M,EMP13_S,348
8,Iceland,65.157,2014,M,EMP13_S,352
9,Ireland,66.684,2014,M,EMP13_S,372
10,Italy,58.824,2014,M,EMP13_S,380
11,Luxembourg,80.147,2014,M,EMP13_S,442
12,Netherlands,74.244,2014,M,EMP13_S,528
13,Norway,64.635,2014,M,EMP13_S,578
14,Poland,45.733,2014,M,EMP13_S,616
15,Portugal,56.947,2014,M,EMP13_S,620
16,Slovak Republic,47.281,2014,M,EMP13_S,703
17,Spain,65.435,2014,M,EMP13_S,724
18,Sweden,68.272,2014,M,EMP13_S,752
19,Switzerland,66.153,2014,M,EMP13_S,756
20,United Kingdom,69.9,2014,M,EMP13_S,826
21,Estonia,52.523,2014,M,EMP13_S,233
22,Slovenia,48.808,2014,M,EMP13_S,705
23,Latvia,54.447,2014,M,EMP13_S,428
24,Lithuania,54.714,2014,M,EMP13_S,440
0,Austria,57.317,2015,M,EMP13_S,40
1,Belgium,65.635,2015,M,EMP13_S,56
2,Czech Republic,46.958,2015,M,EMP13_S,203
3,Denmark,68.545,2015,M,EMP13_S,208
4,France,66.101,2015,M,EMP13_S,250
5,Germany,58.47,2015,M,EMP13_S,276
6,Greece,66.706,2015,M,EMP13_S,300
7,Hungary,53.342,2015,M,EMP13_S,348
8,Iceland,65.742,2015,M,EMP13_S,352
9,Ireland,65.43,2015,M,EMP13_S,372
10,Italy,59.166,2015,M,EMP13_S,380
11,Luxembourg,72.34,2015,M,EMP13_S,442
12,Netherlands,73.85,2015,M,EMP13_S,528
13,Norway,65.43,2015,M,EMP13_S,578
14,Poland,45.699,2015,M,EMP13_S,616
15,Portugal,57.45,2015,M,EMP13_S,620
16,Slovak Republic,46.979,2015,M,EMP13_S,703
17,Spain,64.987,2015,M,EMP13_S,724
18,Sweden,68.57,2015,M,EMP13_S,752
19,Switzerland,66.918,2015,M,EMP13_S,756
20,United Kingdom,70.359,2015,M,EMP13_S,826
21,Estonia,51.639,2015,M,EMP13_S,233
22,Slovenia,50.112,2015,M,EMP13_S,705
23,Latvia,54.395,2015,M,EMP13_S,428
24,Lithuania,54.434,2015,M,EMP13_S,440
0,Austria,57.663,2016,M,EMP13_S,40
1,Belgium,65.816,2016,M,EMP13_S,56
2,Czech Republic,47.153,2016,M,EMP13_S,203
3,Denmark,69.473,2016,M,EMP13_S,208
4,France,65.931,2016,M,EMP13_S,250
5,Germany,59.123,2016,M,EMP13_S,276
6,Greece,66.81,2016,M,EMP13_S,300
7,Hungary,53.213,2016,M,EMP13_S,348
8,Iceland,67.399,2016,M,EMP13_S,352
9,Ireland,64.958,2016,M,EMP13_S,372
10,Italy,59.538,2016,M,EMP13_S,380
11,Luxembourg,71.329,2016,M,EMP13_S,442
12,Netherlands,73.934,2016,M,EMP13_S,528
13,Norway,66.27,2016,M,EMP13_S,578
14,Poland,45.355,2016,M,EMP13_S,616
15,Portugal,57.682,2016,M,EMP13_S,620
16,Slovak Republic,47.05,2016,M,EMP13_S,703
17,Spain,65.132,2016,M,EMP13_S,724
18,Sweden,68.987,2016,M,EMP13_S,752
19,Switzerland,67.151,2016,M,EMP13_S,756
20,United Kingdom,70.623,2016,M,EMP13_S,826
21,Estonia,51.639,2016,M,EMP13_S,233
22,Slovenia,49.45,2016,M,EMP13_S,705
23,Latvia,54.338,2016,M,EMP13_S,428
24,Lithuania,54.299,2016,M,EMP13_S,440
0,Austria,58.932,2017,M,EMP13_S,40
1,Belgium,65.816,2017,M,EMP13_S,56
2,Czech Republic,47.393,2017,M,EMP13_S,203
3,Denmark,69.362,2017,M,EMP13_S,208
4,France,66.608,2017,M,EMP13_S,250
5,Germany,59.18,2017,M,EMP13_S,276
6,Greece,66.893,2017,M,EMP13_S,300
7,Hungary,51.971,2017,M,EMP13_S,348
8,Iceland,67.399,2017,M,EMP13_S,352
9,Ireland,64.696,2017,M,EMP13_S,372
10,Italy,59.625,2017,M,EMP13_S,380
11,Luxembourg,67.123,2017,M,EMP13_S,442
12,Netherlands,74.323,2017,M,EMP13_S,528
13,Norway,66.28,2017,M,EMP13_S,578
14,Poland,45.517,2017,M,EMP13_S,616
15,Portugal,57.795,2017,M,EMP13_S,620
16,Slovak Republic,45.877,2017,M,EMP13_S,703
17,Spain,64.538,2017,M,EMP13_S,724
18,Sweden,69.337,2017,M,EMP13_S,752
19,Switzerland,67.725,2017,M,EMP13_S,756
20,United Kingdom,70.977,2017,M,EMP13_S,826
21,Estonia,51.639,2017,M,EMP13_S,233
22,Slovenia,48.667,2017,M,EMP13_S,705
23,Latvia,56.236,2017,M,EMP13_S,428
24,Lithuania,54.545,2017,M,EMP13_S,440
0,Austria,58.593,2018,M,EMP13_S,40
1,Belgium,65.816,2018,M,EMP13_S,56
2,Czech Republic,48.051,2018,M,EMP13_S,203
3,Denmark,69.165,2018,M,EMP13_S,208
4,France,66.608,2018,M,EMP13_S,250
5,Germany,59.391,2018,M,EMP13_S,276
6,Greece,66.792,2018,M,EMP13_S,300
7,Hungary,50.673,2018,M,EMP13_S,348
8,Iceland,67.399,2018,M,EMP13_S,352
9,Ireland,64.985,2018,M,EMP13_S,372
